Date	AUS-USD	USD-INR	AUD-INR
21-Jul-15	0.7418	63.6400	47.2082
22-Jul-15	0.7371	63.5625	46.8506
23-Jul-15	0.7350	63.7175	46.8311
24-Jul-15	0.7278	63.9613	46.5510
27-Jul-15	0.7268	64.1000	46.5885
28-Jul-15	0.7335	64.0025	46.9452
29-Jul-15	0.7293	63.8750	46.5847
30-Jul-15	0.7290	63.9825	46.6445
31-Jul-15	0.7297	64.0725	46.7537
03-Aug-15	0.7283	63.9950	46.6088
04-Aug-15	0.7377	63.9200	47.1563
05-Aug-15	0.7354	63.8250	46.9395
06-Aug-15	0.7343	63.7625	46.8183
07-Aug-15	0.7416	63.7950	47.3104
10-Aug-15	0.7412	63.8150	47.2965
11-Aug-15	0.7300	64.1500	46.8276
12-Aug-15	0.7375	64.7413	47.7460
13-Aug-15	0.7362	64.9225	47.7959
14-Aug-15	0.7385	65.1250	48.0916
17-Aug-15	0.7370	65.2350	48.0788
18-Aug-15	0.7340	65.3200	47.9416
19-Aug-15	0.7344	65.2700	47.9369
20-Aug-15	0.7335	65.3325	47.9214
21-Aug-15	0.7316	65.7963	48.1365
24-Aug-15	0.7155	66.5075	47.5881
25-Aug-15	0.7127	66.3150	47.2654
26-Aug-15	0.7121	66.2163	47.1493
27-Aug-15	0.7164	65.9988	47.2835
28-Aug-15	0.7171	66.1100	47.4075
31-Aug-15	0.7112	66.2450	47.1108
01-Sep-15	0.7013	66.3200	46.5096
02-Sep-15	0.7037	66.2200	46.6017
03-Sep-15	0.7016	66.2200	46.4580
04-Sep-15	0.6906	66.3300	45.8075
07-Sep-15	0.6923	66.7150	46.1861
08-Sep-15	0.7015	66.6525	46.7594
09-Sep-15	0.7012	66.3475	46.5229
10-Sep-15	0.7070	66.5850	47.0743
11-Sep-15	0.7088	66.4450	47.0962
14-Sep-15	0.7136	66.3950	47.3788
15-Sep-15	0.7140	66.3950	47.4054
16-Sep-15	0.7195	66.4200	47.7918
17-Sep-15	0.7164	66.4600	47.6113
18-Sep-15	0.7185	65.9413	47.3788
21-Sep-15	0.7130	65.7500	46.8765
22-Sep-15	0.7088	65.7475	46.5992
23-Sep-15	0.6998	66.0025	46.1899
24-Sep-15	0.7019	66.1475	46.4263
25-Sep-15	0.7024	66.1600	46.4708
28-Sep-15	0.6988	66.0775	46.1736
29-Sep-15	0.6979	66.1650	46.1792
30-Sep-15	0.7013	65.7250	46.0936
01-Oct-15	0.7025	65.5700	46.0610
02-Oct-15	0.7040	65.5150	46.1226
05-Oct-15	0.7079	65.2625	46.1974
06-Oct-15	0.7163	65.3350	46.8021
07-Oct-15	0.7206	65.1550	46.9513
08-Oct-15	0.7258	65.1038	47.2497
09-Oct-15	0.7331	64.8200	47.5195
12-Oct-15	0.7360	64.7863	47.6827
13-Oct-15	0.7243	65.0263	47.0966
14-Oct-15	0.7296	65.0813	47.4859
15-Oct-15	0.7323	64.7825	47.4415
16-Oct-15	0.7250	64.9100	47.0598
19-Oct-15	0.7247	64.7745	46.9401
20-Oct-15	0.7258	64.9625	47.1498
21-Oct-15	0.7206	65.0750	46.8937
22-Oct-15	0.7204	65.1250	46.9167
23-Oct-15	0.7209	64.8350	46.7396
26-Oct-15	0.7242	64.9450	47.0332
27-Oct-15	0.7200	64.9400	46.7568
28-Oct-15	0.7100	65.0050	46.1536
29-Oct-15	0.7080	65.1290	46.1113
30-Oct-15	0.7133	65.2475	46.5410
02-Nov-15	0.7145	65.4900	46.7900
03-Nov-15	0.7184	65.5600	47.0963
04-Nov-15	0.7147	65.5450	46.8437
05-Nov-15	0.7141	65.6180	46.8604
06-Nov-15	0.7035	65.8000	46.2877
09-Nov-15	0.7044	66.4000	46.7742
10-Nov-15	0.7030	66.3865	46.6697
11-Nov-15	0.7059	66.3150	46.8131
12-Nov-15	0.7124	66.3150	47.2428
13-Nov-15	0.7117	66.1650	47.0896
16-Nov-15	0.7094	66.1000	46.8907
17-Nov-15	0.7110	65.9950	46.9224
18-Nov-15	0.7109	66.1400	47.0176
19-Nov-15	0.7192	66.1750	47.5957
20-Nov-15	0.7220	66.1750	47.7784
23-Nov-15	0.7190	66.3175	47.6843
24-Nov-15	0.7253	66.3840	48.1450
25-Nov-15	0.7249	66.3250	48.0810
26-Nov-15	0.7224	66.4940	48.0359
27-Nov-15	0.7191	66.7600	48.0071
30-Nov-15	0.7225	66.7400	48.2223
01-Dec-15	0.7321	66.5150	48.6970
02-Dec-15	0.7306	66.5700	48.6380
03-Dec-15	0.7339	66.6850	48.9395
04-Dec-15	0.7333	66.8250	49.0028
07-Dec-15	0.7266	66.6550	48.4295
08-Dec-15	0.7213	66.7800	48.1697
09-Dec-15	0.7227	66.8200	48.2935
10-Dec-15	0.7279	66.8000	48.6244
11-Dec-15	0.7182	66.8100	47.9829
14-Dec-15	0.7241	67.0050	48.5210
15-Dec-15	0.7191	67.0150	48.1891
16-Dec-15	0.7226	66.8150	48.2812
17-Dec-15	0.7127	66.5400	47.4204
18-Dec-15	0.7164	66.4250	47.5869
21-Dec-15	0.7188	66.3350	47.6829
22-Dec-15	0.7234	66.3150	47.9749
23-Dec-15	0.7231	66.2250	47.8853
24-Dec-15	0.7245	66.2150	47.9728
25-Dec-15	0.7279	66.2150	48.1979
28-Dec-15	0.7246	66.1600	47.9415
29-Dec-15	0.7293	66.3050	48.3562
30-Dec-15	0.7285	66.4150	48.3807
31-Dec-15	0.7286	66.2700	48.2843
01-Jan-16	0.7288	66.1740	48.2276
04-Jan-16	0.7188	66.4350	47.7535
05-Jan-16	0.7159	66.5400	47.6360
06-Jan-16	0.7070	66.7150	47.1675
07-Jan-16	0.7007	66.8150	46.8173
08-Jan-16	0.6947	66.6850	46.3261
11-Jan-16	0.6993	66.8050	46.7187
12-Jan-16	0.6983	66.8550	46.6862
13-Jan-16	0.6954	66.8250	46.4674
14-Jan-16	0.6982	67.1450	46.8786
15-Jan-16	0.6854	67.4800	46.2508
18-Jan-16	0.6864	67.6150	46.4116
19-Jan-16	0.6906	67.6350	46.7087
20-Jan-16	0.6905	67.9100	46.8912
21-Jan-16	0.6997	67.9650	47.5578
22-Jan-16	0.7000	67.7415	47.4191
25-Jan-16	0.6953	67.6900	47.0662
26-Jan-16	0.7004	67.8350	47.5082
27-Jan-16	0.7025	67.9650	47.7434
28-Jan-16	0.7082	68.1400	48.2561
29-Jan-16	0.7082	67.9500	48.1222
01-Feb-16	0.7107	67.7250	48.1328
02-Feb-16	0.7036	67.8850	47.7659
03-Feb-16	0.7167	68.1440	48.8361
04-Feb-16	0.7199	67.7425	48.7678
05-Feb-16	0.7058	67.6400	47.7403
08-Feb-16	0.7084	67.8650	48.0783
09-Feb-16	0.7069	68.0600	48.1096
10-Feb-16	0.7094	67.9050	48.1684
11-Feb-16	0.7107	68.1025	48.3970
12-Feb-16	0.7110	68.3040	48.5641
15-Feb-16	0.7134	68.1050	48.5827
16-Feb-16	0.7109	68.2735	48.5329
17-Feb-16	0.7181	68.5265	49.2116
18-Feb-16	0.7155	68.4540	48.9768
19-Feb-16	0.7142	68.4650	48.8977
22-Feb-16	0.7226	68.5838	49.5579
23-Feb-16	0.7201	68.5800	49.3831
24-Feb-16	0.7193	68.5700	49.3224
25-Feb-16	0.7234	68.6250	49.6440
26-Feb-16	0.7118	68.7025	48.9024
29-Feb-16	0.7139	68.5438	48.9348
01-Mar-16	0.7174	68.1000	48.8515
02-Mar-16	0.7293	67.6450	49.3308
03-Mar-16	0.7351	67.3613	49.5139
04-Mar-16	0.7437	67.2075	49.9822
07-Mar-16	0.7467	67.0850	50.0897
08-Mar-16	0.7437	67.3300	50.0747
09-Mar-16	0.7483	67.3400	50.3885
10-Mar-16	0.7453	67.1150	50.0195
11-Mar-16	0.7555	67.0900	50.6865
14-Mar-16	0.7506	67.0075	50.2958
15-Mar-16	0.7457	67.2888	50.1772
16-Mar-16	0.7562	67.3275	50.9124
17-Mar-16	0.7637	66.7900	51.0049
18-Mar-16	0.7593	66.5875	50.5599
21-Mar-16	0.7579	66.4813	50.3861
22-Mar-16	0.7615	66.6713	50.7682
23-Mar-16	0.7530	66.7700	50.2778
24-Mar-16	0.7525	66.6400	50.1439
25-Mar-16	0.7508	66.6400	50.0360
28-Mar-16	0.7539	66.7000	50.2851
29-Mar-16	0.7633	66.5288	50.7814
30-Mar-16	0.7668	66.4000	50.9155
31-Mar-16	0.7664	66.2650	50.7862
01-Apr-16	0.7678	66.2550	50.8732
04-Apr-16	0.7603	66.2363	50.3594
05-Apr-16	0.7540	66.2825	49.9770
06-Apr-16	0.7600	66.5588	50.5840
07-Apr-16	0.7504	66.5600	49.9466
08-Apr-16	0.7552	66.4650	50.1924
11-Apr-16	0.7593	66.3950	50.4137
12-Apr-16	0.7681	66.4800	51.0633
13-Apr-16	0.7652	66.5050	50.8876
14-Apr-16	0.7688	66.6450	51.2367
15-Apr-16	0.7725	66.5050	51.3718
18-Apr-16	0.7749	66.6100	51.6161
19-Apr-16	0.7813	66.6100	52.0411
20-Apr-16	0.7792	66.2150	51.5974
21-Apr-16	0.7737	66.2900	51.2886
22-Apr-16	0.7711	66.5325	51.3052
25-Apr-16	0.7712	66.6800	51.4236
26-Apr-16	0.7745	66.6575	51.6262
27-Apr-16	0.7595	66.4963	50.5039
28-Apr-16	0.7629	66.4575	50.7004
29-Apr-16	0.7607	66.4200	50.5277
02-May-16	0.7664	66.3838	50.8765
03-May-16	0.7483	66.3413	49.6412
04-May-16	0.7456	66.5688	49.6337
05-May-16	0.7464	66.5250	49.6543
06-May-16	0.7367	66.5713	49.0437
09-May-16	0.7313	66.4850	48.6205
10-May-16	0.7370	66.6700	49.1358
11-May-16	0.7376	66.6875	49.1854
12-May-16	0.7320	66.6025	48.7557
13-May-16	0.7269	66.7688	48.5315
16-May-16	0.7290	66.8138	48.7059
17-May-16	0.7323	66.7725	48.8975
18-May-16	0.7223	66.9325	48.3453
19-May-16	0.7220	67.2700	48.5689
20-May-16	0.7224	67.4050	48.6907
23-May-16	0.7222	67.3800	48.6625
24-May-16	0.7187	67.6800	48.6396
25-May-16	0.7188	67.4738	48.5001
26-May-16	0.7223	67.2563	48.5792
27-May-16	0.7185	67.0350	48.1673
30-May-16	0.7182	67.2650	48.3104
31-May-16	0.7231	67.2125	48.6014
01-Jun-16	0.7251	67.2838	48.7874
02-Jun-16	0.7225	67.3175	48.6369
03-Jun-16	0.7367	67.2588	49.5462
06-Jun-16	0.7364	66.9600	49.3100
07-Jun-16	0.7453	66.8213	49.8025
08-Jun-16	0.7481	66.7000	49.8983
09-Jun-16	0.7433	66.6663	49.5530
10-Jun-16	0.7377	66.8038	49.2785
13-Jun-16	0.7382	67.0550	49.5000
14-Jun-16	0.7346	67.1988	49.3642
15-Jun-16	0.7403	67.1600	49.7185
16-Jun-16	0.7369	67.2263	49.5384
17-Jun-16	0.7396	67.1225	49.6438
20-Jun-16	0.7455	67.4725	50.3007
21-Jun-16	0.7452	67.4700	50.2786
22-Jun-16	0.7520	67.5200	50.7750
23-Jun-16	0.7625	67.3350	51.3429
24-Jun-16	0.7477	67.9963	50.8374
27-Jun-16	0.7337	67.9450	49.8512
28-Jun-16	0.7387	67.8350	50.1097
29-Jun-16	0.7442	67.7213	50.3982
30-Jun-16	0.7441	67.5900	50.2951
01-Jul-16	0.7498	67.4100	50.5454
04-Jul-16	0.7532	67.2150	50.6250
05-Jul-16	0.7459	67.4100	50.2811
06-Jul-16	0.7515	67.4600	50.6962
07-Jul-16	0.7480	67.4225	50.4334
08-Jul-16	0.7570	67.4038	51.0213
11-Jul-16	0.7532	67.1350	50.5661
12-Jul-16	0.7618	67.1438	51.1481
13-Jul-16	0.7605	67.1200	51.0427
14-Jul-16	0.7626	66.9388	51.0475
15-Jul-16	0.7578	66.9875	50.7618
18-Jul-16	0.7580	67.1275	50.8833
19-Jul-16	0.7506	67.1700	50.4185
20-Jul-16	0.7471	67.1888	50.1994
21-Jul-16	0.7492	67.2150	50.3555
22-Jul-16	0.7466	67.1350	50.1196
25-Jul-16	0.7469	67.2638	50.2373
26-Jul-16	0.7506	67.3338	50.5427
27-Jul-16	0.7490	67.2350	50.3570
28-Jul-16	0.7503	67.0450	50.3052
29-Jul-16	0.7601	67.0188	50.9423
01-Aug-16	0.7535	66.7500	50.2961
02-Aug-16	0.7603	66.7400	50.7451
03-Aug-16	0.7585	66.8500	50.7071
04-Aug-16	0.7627	66.9200	51.0365
05-Aug-16	0.7619	66.8150	50.9077
08-Aug-16	0.7655	66.7813	51.1237
09-Aug-16	0.7667	66.9075	51.2960
10-Aug-16	0.7711	66.7188	51.4488
11-Aug-16	0.7699	66.8550	51.4697
12-Aug-16	0.7650	66.8463	51.1374
15-Aug-16	0.7676	66.8900	51.3421
16-Aug-16	0.7697	66.8350	51.4402
17-Aug-16	0.7659	66.7675	51.1372
18-Aug-16	0.7685	66.8088	51.3399
19-Aug-16	0.7620	66.9863	51.0435
22-Aug-16	0.7632	67.1963	51.2842
23-Aug-16	0.7616	67.0900	51.0924
24-Aug-16	0.7613	67.1150	51.0946
25-Aug-16	0.7618	67.0625	51.0855
26-Aug-16	0.7563	67.0313	50.6971
29-Aug-16	0.7574	67.1725	50.8778
30-Aug-16	0.7512	67.0800	50.3932
31-Aug-16	0.7514	67.0250	50.3639
01-Sep-16	0.7550	66.9963	50.5802
02-Sep-16	0.7571	66.8400	50.6046
05-Sep-16	0.7584	66.8250	50.6828
06-Sep-16	0.7682	66.5375	51.1121
07-Sep-16	0.7675	66.3663	50.9354
08-Sep-16	0.7643	66.4375	50.7782
09-Sep-16	0.7539	66.6388	50.2390
12-Sep-16	0.7564	66.9063	50.6106
13-Sep-16	0.7463	66.9200	49.9424
14-Sep-16	0.7475	66.9313	50.0291
15-Sep-16	0.7518	66.9500	50.3297
16-Sep-16	0.7494	66.9375	50.1603
19-Sep-16	0.7538	66.9188	50.4420
20-Sep-16	0.7552	67.0050	50.6049
21-Sep-16	0.7632	67.0600	51.1815
22-Sep-16	0.7642	66.7725	51.0302
23-Sep-16	0.7623	66.6750	50.8264
26-Sep-16	0.7636	66.6900	50.9238
27-Sep-16	0.7665	66.4900	50.9613
28-Sep-16	0.7688	66.4663	51.0966
29-Sep-16	0.7633	66.6713	50.8882
30-Sep-16	0.7658	66.7175	51.0896
03-Oct-16	0.7677	66.5275	51.0752
04-Oct-16	0.7612	66.5263	50.6404
05-Oct-16	0.7612	66.5650	50.6659
06-Oct-16	0.7583	66.6300	50.5275
07-Oct-16	0.7588	66.7675	50.6618
10-Oct-16	0.7606	66.5650	50.6300
11-Oct-16	0.7536	66.5250	50.1306
12-Oct-16	0.7564	66.5250	50.3208
13-Oct-16	0.7566	66.8600	50.5829
14-Oct-16	0.7613	66.7950	50.8497
17-Oct-16	0.7634	66.8288	51.0184
18-Oct-16	0.7672	66.7313	51.1975
19-Oct-16	0.7719	66.7075	51.4915
20-Oct-16	0.7625	66.7525	50.8994
21-Oct-16	0.7608	66.8925	50.8932
24-Oct-16	0.7599	66.8700	50.8152
25-Oct-16	0.7644	66.8775	51.1238
26-Oct-16	0.7645	66.7988	51.0670
27-Oct-16	0.7589	66.8888	50.7599
28-Oct-16	0.7599	66.8375	50.7905
31-Oct-16	0.7607	66.7950	50.8076
01-Nov-16	0.7656	66.7225	51.0821
02-Nov-16	0.7658	66.7850	51.1426
03-Nov-16	0.7681	66.7150	51.2425
04-Nov-16	0.7677	66.7300	51.2286
07-Nov-16	0.7727	66.7188	51.5529
08-Nov-16	0.7760	66.6675	51.7340
09-Nov-16	0.7630	66.6725	50.8705
10-Nov-16	0.7612	66.4938	50.6144
11-Nov-16	0.7546	67.1113	50.6395
14-Nov-16	0.7552	67.2550	50.7883
15-Nov-16	0.7558	67.7075	51.1747
16-Nov-16	0.7479	67.7875	50.6949
17-Nov-16	0.7407	67.8488	50.2549
18-Nov-16	0.7335	68.0875	49.9435
21-Nov-16	0.7366	68.1850	50.2223
22-Nov-16	0.7401	68.1788	50.4605
23-Nov-16	0.7384	68.4700	50.5562
24-Nov-16	0.7406	68.7375	50.9063
25-Nov-16	0.7439	68.5500	50.9909
28-Nov-16	0.7481	68.6075	51.3239
29-Nov-16	0.7483	68.6913	51.3989
30-Nov-16	0.7383	68.5288	50.5948
01-Dec-16	0.7414	68.4075	50.7166
02-Dec-16	0.7455	68.2900	50.9122
05-Dec-16	0.7470	68.1950	50.9437
06-Dec-16	0.7461	68.0150	50.7467
07-Dec-16	0.7481	67.8000	50.7178
08-Dec-16	0.7462	67.4300	50.3169
09-Dec-16	0.7448	67.5238	50.2937
12-Dec-16	0.7496	67.4200	50.5353
13-Dec-16	0.7499	67.4850	50.6050
14-Dec-16	0.7405	67.5075	49.9913
15-Dec-16	0.7358	67.7900	49.8772
16-Dec-16	0.7303	67.8013	49.5119
19-Dec-16	0.7244	67.7925	49.1082
20-Dec-16	0.7260	67.9375	49.3206
21-Dec-16	0.7237	67.8975	49.1381
22-Dec-16	0.7216	67.9250	49.0133
23-Dec-16	0.7177	67.8550	48.7022
26-Dec-16	0.7188	67.7913	48.7290
27-Dec-16	0.7183	67.9525	48.8116
28-Dec-16	0.7176	68.1725	48.9233
29-Dec-16	0.7215	68.1563	49.1741
30-Dec-16	0.7201	67.9300	48.9157
02-Jan-17	0.7181	68.0925	48.8952
03-Jan-17	0.7218	68.1950	49.2232
04-Jan-17	0.7282	68.1675	49.6389
05-Jan-17	0.7334	67.8750	49.7788
06-Jan-17	0.7304	67.9213	49.6063
09-Jan-17	0.7355	68.1938	50.1579
10-Jan-17	0.7367	68.0875	50.1607
11-Jan-17	0.7440	68.2675	50.7876
12-Jan-17	0.7483	68.0600	50.9259
13-Jan-17	0.7501	68.2000	51.1548
16-Jan-17	0.7476	68.1738	50.9667
17-Jan-17	0.7567	68.0413	51.4834
18-Jan-17	0.7504	67.9950	51.0248
19-Jan-17	0.7558	68.1900	51.5346																
20-Jan-17	0.7557	68.1363	51.4872																
23-Jan-17	0.7582	68.1313	51.6564																
24-Jan-17	0.7580	68.1175	51.6324																
25-Jan-17	0.7571	68.1225	51.5749																
26-Jan-17	0.7533	68.0750	51.2823																
27-Jan-17	0.7548	68.1275	51.4226																
30-Jan-17	0.7554	68.0113	51.3764																
31-Jan-17	0.7582	67.8400	51.4343																
01-Feb-17	0.7582	67.5700	51.2322																
02-Feb-17	0.7655	67.4375	51.6261																
03-Feb-17	0.7681	67.3575	51.7393																
06-Feb-17	0.7658	67.1963	51.4582																
07-Feb-17	0.7627	67.3600	51.3755																
08-Feb-17	0.7645	67.2813	51.4365																
09-Feb-17	0.7623	66.9525	51.0386																2
10-Feb-17	0.7678	66.8850	51.3523
13-Feb-17	0.7639	66.9663	51.1548
14-Feb-17	0.7663	66.9438	51.2970
15-Feb-17	0.7709	66.9188	51.5897
16-Feb-17	0.7693	67.0000	51.5398
17-Feb-17	0.7667	67.0663	51.4163
20-Feb-17	0.7686	66.9850	51.4840
21-Feb-17	0.7674	66.9250	51.3609
22-Feb-17	0.7701	66.9450	51.5557
23-Feb-17	0.7714	66.8788	51.5923
24-Feb-17	0.7676	66.8300	51.2987
27-Feb-17	0.7672	66.7100	51.1806
28-Feb-17	0.7655	66.7425	51.0907
01-Mar-17	0.7676	66.8338	51.3002
02-Mar-17	0.7572	66.7375	50.5316
03-Mar-17	0.7595	66.8363	50.7621
06-Mar-17	0.7579	66.7375	50.5777
07-Mar-17	0.7588	66.6450	50.5696
08-Mar-17	0.7526	66.6800	50.1847
09-Mar-17	0.7505	66.7838	50.1239
10-Mar-17	0.7543	66.6438	50.2680
13-Mar-17	0.7571	66.6050	50.4246
14-Mar-17	0.7560	66.0275	49.9148
15-Mar-17	0.7706	65.5963	50.5465
16-Mar-17	0.7681	65.3788	50.2200
17-Mar-17	0.7706	65.5500	50.5102
20-Mar-17	0.7730	65.3975	50.5497
21-Mar-17	0.7686	65.3363	50.2181
22-Mar-17	0.7675	65.4800	50.2566
23-Mar-17	0.7626	65.4750	49.9306
24-Mar-17	0.7623	65.4475	49.8906
27-Mar-17	0.7614	65.1600	49.6128
28-Mar-17	0.7633	65.0450	49.6501
29-Mar-17	0.7669	64.9988	49.8482
30-Mar-17	0.7646	64.9288	49.6471
31-Mar-17	0.7629	64.8875	49.5001
03-Apr-17	0.7606	64.9250	49.3787
04-Apr-17	0.7566	65.0250	49.1992
05-Apr-17	0.7568	65.0200	49.2078
06-Apr-17	0.7542	64.7850	48.8621
07-Apr-17	0.7506	64.4350	48.3649
10-Apr-17	0.7503	64.4375	48.3462
11-Apr-17	0.7498	64.5550	48.4020
12-Apr-17	0.7533	64.6338	48.6873
13-Apr-17	0.7569	64.3713	48.7207
14-Apr-17	0.7578	64.4150	48.8105
17-Apr-17	0.7591	64.4025	48.8892
18-Apr-17	0.7559	64.5575	48.7997
19-Apr-17	0.7496	64.5650	48.3999
20-Apr-17	0.7527	64.6363	48.6491
21-Apr-17	0.7544	64.6088	48.7389
24-Apr-17	0.7567	64.4888	48.7993
25-Apr-17	0.7534	64.3200	48.4613
26-Apr-17	0.7476	64.0750	47.9018
27-Apr-17	0.7469	64.0938	47.8703
28-Apr-17	0.7488	64.2350	48.1005
01-May-17	0.7523	64.2450	48.3322
02-May-17	0.7535	64.1750	48.3533
03-May-17	0.7424	64.1288	47.6111
04-May-17	0.7412	64.2038	47.5859
05-May-17	0.7419	64.3000	47.7048
08-May-17	0.7384	64.2563	47.4462
09-May-17	0.7346	64.5600	47.4264
10-May-17	0.7359	64.6250	47.5556
11-May-17	0.7379	64.4650	47.5687
12-May-17	0.7386	64.3200	47.5055
15-May-17	0.7415	64.0975	47.5277
16-May-17	0.7426	64.0938	47.5941
17-May-17	0.7437	64.0700	47.6514
18-May-17	0.7417	64.6063	47.9191
19-May-17	0.7460	64.8200	48.3525
22-May-17	0.7474	64.5388	48.2369
23-May-17	0.7478	64.7625	48.4262
24-May-17	0.7499	64.8388	48.6239
25-May-17	0.7454	64.5675	48.1273
26-May-17	0.7449	64.5238	48.0644
29-May-17	0.7438	64.5225	47.9893
30-May-17	0.7462	64.6463	48.2403
31-May-17	0.7431	64.5363	47.9595
01-Jun-17	0.7376	64.4900	47.5659
02-Jun-17	0.7437	64.4250	47.9097
05-Jun-17	0.7484	64.3438	48.1549
06-Jun-17	0.7508	64.3775	48.3340
07-Jun-17	0.7549	64.4088	48.6189
08-Jun-17	0.7534	64.3125	48.4518
09-Jun-17	0.7528	64.2463	48.3646
12-Jun-17	0.7539	64.3850	48.5411
13-Jun-17	0.7534	64.4088	48.5281
14-Jun-17	0.7586	64.2950	48.7729
15-Jun-17	0.7580	64.3875	48.8051
16-Jun-17	0.7621	64.5688	49.2046
19-Jun-17	0.7597	64.3813	48.9085
20-Jun-17	0.7579	64.4700	48.8618
21-Jun-17	0.7554	64.5788	48.7796
22-Jun-17	0.7541	64.5263	48.6592
23-Jun-17	0.7571	64.5125	48.8398
26-Jun-17	0.7583	64.5250	48.9300
27-Jun-17	0.7580	64.4675	48.8683
28-Jun-17	0.7640	64.5650	49.3283
29-Jun-17	0.7684	64.5400	49.5912
30-Jun-17	0.7690	64.7025	49.7562
03-Jul-17	0.7654	64.7750	49.5807
04-Jul-17	0.7605	64.7875	49.2677
05-Jul-17	0.7604	64.7700	49.2492
06-Jul-17	0.7582	64.7575	49.1004
07-Jul-17	0.7605	64.6688	49.1774
10-Jul-17	0.7606	64.5500	49.0961
11-Jul-17	0.7636	64.5150	49.2662
12-Jul-17	0.7677	64.5325	49.5410
13-Jul-17	0.7731	64.4088	49.7970
14-Jul-17	0.7828	64.4475	50.4521
17-Jul-17	0.7795	64.3513	50.1637
18-Jul-17	0.7913	64.3250	50.9023
19-Jul-17	0.7953	64.3150	51.1484
20-Jul-17	0.7956	64.3875	51.2267
21-Jul-17	0.7915	64.3463	50.9301
24-Jul-17	0.7923	64.3900	51.0130
25-Jul-17	0.7936	64.3888	51.0989
26-Jul-17	0.8011	64.3963	51.5904
27-Jul-17	0.7964	64.1550	51.0937
28-Jul-17	0.7986	64.1838	51.2597
31-Jul-17	0.8000	64.1575	51.3279
01-Aug-17	0.7969	64.0975	51.0793
02-Aug-17	0.7966	63.8650	50.8761
03-Aug-17	0.7952	63.6563	50.6169
04-Aug-17	0.7930	63.6513	50.4748
07-Aug-17	0.7912	63.7425	50.4299
08-Aug-17	0.7913	63.7038	50.4075
09-Aug-17	0.7887	63.7825	50.3040
10-Aug-17	0.7871	64.0000	50.3738
11-Aug-17	0.7895	64.1025	50.6057
14-Aug-17	0.7851	64.0463	50.2808
15-Aug-17	0.7823	64.1200	50.1585
16-Aug-17	0.7930	64.2350	50.9364
17-Aug-17	0.7887	64.1550	50.6010
18-Aug-17	0.7928	64.1350	50.8462
21-Aug-17	0.7938	64.0825	50.8674
22-Aug-17	0.7913	64.1025	50.7237
23-Aug-17	0.7906	64.0925	50.6735
24-Aug-17	0.7902	64.0550	50.6143
25-Aug-17	0.7929	64.0350	50.7734
28-Aug-17	0.7939	63.8950	50.7237
29-Aug-17	0.7948	63.9713	50.8456
30-Aug-17	0.7903	63.9500	50.5403
31-Aug-17	0.7945	63.9750	50.8307
01-Sep-17	0.7970	63.9700	50.9854
04-Sep-17	0.7946	64.0313	50.8799
05-Sep-17	0.7996	64.1188	51.2694
06-Sep-17	0.8002	64.1775	51.3568
07-Sep-17	0.8042	64.0188	51.4839
08-Sep-17	0.8054	63.8625	51.4323
11-Sep-17	0.8028	63.8900	51.2928
12-Sep-17	0.8019	63.9913	51.3171
13-Sep-17	0.7985	63.9925	51.0948
14-Sep-17	0.7999	64.1150	51.2830
15-Sep-17	0.8003	64.1025	51.2993
18-Sep-17	0.7958	64.0700	50.9888
19-Sep-17	0.8009	64.2313	51.4415
20-Sep-17	0.8033	64.3288	51.6766
21-Sep-17	0.7932	64.6425	51.2744
22-Sep-17	0.7965	64.9638	51.7404
25-Sep-17	0.7932	64.9525	51.5177
26-Sep-17	0.7887	65.3113	51.5090
27-Sep-17	0.7851	65.5500	51.4633
28-Sep-17	0.7854	65.6900	51.5936
29-Sep-17	0.7829	65.3500	51.1592
02-Oct-17	0.7831	65.2850	51.1273
03-Oct-17	0.7833	65.5600	51.3538
04-Oct-17	0.7859	65.1800	51.2224
05-Oct-17	0.7794	65.0838	50.7269
06-Oct-17	0.7766	65.2963	50.7110
09-Oct-17	0.7752	65.3475	50.6580
10-Oct-17	0.7778	65.2988	50.7874
11-Oct-17	0.7788	65.2238	50.7950
12-Oct-17	0.7822	65.1050	50.9245
13-Oct-17	0.7887	64.9150	51.1952
16-Oct-17	0.7853	64.7363	50.8367
17-Oct-17	0.7845	64.9025	50.9160
18-Oct-17	0.7848	65.0275	51.0323
19-Oct-17	0.7877	65.0400	51.2346
20-Oct-17	0.7817	65.0400	50.8418
23-Oct-17	0.7808	65.0513	50.7940
24-Oct-17	0.7774	64.9963	50.5307
25-Oct-17	0.7703	65.0388	50.0967
26-Oct-17	0.7660	64.8213	49.6550
27-Oct-17	0.7677	65.0325	49.9255
30-Oct-17	0.7688	64.8763	49.8743
31-Oct-17	0.7656	64.7838	49.5997
01-Nov-17	0.7676	64.6188	49.6033
02-Nov-17	0.7714	64.5725	49.8093
03-Nov-17	0.7651	64.5875	49.4159
06-Nov-17	0.7690	64.7000	49.7556
07-Nov-17	0.7643	64.8425	49.5591
08-Nov-17	0.7675	65.0488	49.9217
09-Nov-17	0.7677	64.9263	49.8432
10-Nov-17	0.7660	65.0900	49.8589
13-Nov-17	0.7621	65.3850	49.8325
14-Nov-17	0.7629	65.4250	49.9127
15-Nov-17	0.7588	65.2975	49.5471
16-Nov-17	0.7587	65.2700	49.5197
17-Nov-17	0.7566	64.8938	49.0986
20-Nov-17	0.7549	65.0500	49.1030
